epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
112,111095,1.16059,1.34824,1.2386,0.57227,0.41259,0.44118,0.31251,1.11164,1.2672,1.18846,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,112092,1.15931,1.34303,1.23871,0.56785,0.41397,0.44172,0.31306,1.11152,1.26646,1.18818,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,113089,1.15905,1.34265,1.23659,0.57215,0.41353,0.44215,0.31369,1.11086,1.26494,1.18739,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,114085,1.15661,1.341,1.23513,0.57225,0.41408,0.44311,0.31449,1.11009,1.26356,1.18651,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,115083,1.15541,1.33831,1.23493,0.57495,0.41519,0.44384,0.31512,1.10968,1.2622,1.18592,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,116081,1.15103,1.3288,1.23184,0.57244,0.4154,0.44451,0.31567,1.10921,1.26087,1.18522,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,117078,1.15208,1.32969,1.23274,0.57149,0.41691,0.44511,0.31612,1.10901,1.25997,1.18473,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,118089,1.15164,1.3251,1.23084,0.5761,0.41619,0.44583,0.31637,1.10815,1.25867,1.18399,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,119087,1.14822,1.32083,1.23129,0.57811,0.41641,0.44613,0.31678,1.10767,1.25743,1.18337,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,120078,1.14725,1.31398,1.2286,0.56908,0.41365,0.44568,0.31653,1.10714,1.25706,1.1827,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,121068,1.14489,1.31242,1.2269,0.57007,0.41735,0.44639,0.31707,1.10661,1.25597,1.18222,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,122059,1.14553,1.30802,1.22663,0.57424,0.41724,0.4473,0.31763,1.10619,1.25502,1.18167,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,123050,1.14322,1.30397,1.22478,0.56461,0.42226,0.44783,0.31826,1.10587,1.25412,1.18108,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,124041,1.13961,1.30003,1.22411,0.56582,0.42065,0.44856,0.31858,1.10574,1.25376,1.18053,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,125032,1.13859,1.29831,1.22199,0.56634,0.42025,0.44966,0.31935,1.10517,1.2535,1.17982,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,126023,1.13786,1.2912,1.22109,0.57133,0.41966,0.44984,0.31958,1.10481,1.25323,1.17927,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,127014,1.13611,1.28778,1.21973,0.57195,0.42042,0.45056,0.32009,1.10446,1.25305,1.17859,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,128005,1.13362,1.28268,1.21762,0.57264,0.42138,0.45095,0.3204,1.10397,1.25274,1.17804,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,128996,1.13157,1.27788,1.21772,0.57817,0.41897,0.45117,0.32049,1.1035,1.25232,1.17746,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,129987,1.1298,1.2744,1.21473,0.58407,0.41699,0.45136,0.32052,1.1031,1.25273,1.17664,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,130988,1.12768,1.26983,1.21405,0.59141,0.41581,0.45156,0.32066,1.10292,1.25257,1.17618,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,131990,1.12389,1.26303,1.21242,0.5947,0.41594,0.45186,0.32048,1.10297,1.25297,1.1759,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,132988,1.12377,1.26089,1.21076,0.59435,0.4165,0.45213,0.32054,1.10281,1.25299,1.1754,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
