epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
92,51857.6,1.18604,1.40796,1.25812,0.55974,0.397,0.41967,0.29598,1.12649,1.32392,1.20414,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,52401.7,1.18747,1.4063,1.25898,0.56225,0.39714,0.42105,0.29706,1.12571,1.321,1.20326,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,52947.6,1.18675,1.40269,1.25839,0.56126,0.39838,0.42173,0.29746,1.12552,1.31867,1.20286,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,53494.4,1.18328,1.4006,1.2556,0.56275,0.39934,0.42265,0.29817,1.12463,1.31605,1.20201,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,54054.5,1.18238,1.39749,1.25442,0.56404,0.39962,0.42376,0.29885,1.124,1.31347,1.20098,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,54619.8,1.18155,1.3949,1.25403,0.56591,0.4,0.42484,0.29953,1.1231,1.31125,1.20014,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,55187.5,1.18086,1.39229,1.25155,0.56304,0.40207,0.42568,0.30024,1.12201,1.30843,1.19917,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,55753.9,1.17678,1.38577,1.25013,0.56408,0.40283,0.42677,0.30086,1.12085,1.30619,1.19816,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,56321.9,1.1778,1.38581,1.25123,0.5728,0.40004,0.42786,0.30174,1.11994,1.30358,1.1973,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,56895.5,1.17631,1.38565,1.24959,0.57602,0.40045,0.42858,0.3024,1.11907,1.30147,1.19635,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,57467.3,1.17635,1.37929,1.24743,0.57597,0.40145,0.42916,0.30304,1.11832,1.29956,1.19542,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,58040,1.1745,1.37664,1.24714,0.57508,0.40245,0.42978,0.30335,1.11754,1.29799,1.19457,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,58606.2,1.17109,1.3751,1.24675,0.57783,0.40195,0.43079,0.30426,1.11656,1.29503,1.19372,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,59176.8,1.16888,1.3704,1.2451,0.5785,0.40117,0.43116,0.30486,1.11604,1.29334,1.19285,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,59749.7,1.17038,1.3696,1.24663,0.58128,0.40147,0.43195,0.30549,1.11523,1.29161,1.19202,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,60320.9,1.16587,1.36485,1.24264,0.58782,0.40051,0.43219,0.30583,1.11446,1.2899,1.19116,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,60889.4,1.16784,1.36123,1.24185,0.58605,0.4019,0.43265,0.30644,1.11395,1.28854,1.19057,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,61463,1.16433,1.35546,1.24132,0.5861,0.40229,0.4333,0.30686,1.11335,1.28694,1.18991,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,62034.2,1.16292,1.35416,1.24038,0.58982,0.40147,0.43409,0.30784,1.11266,1.28506,1.18913,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,62600,1.16229,1.35193,1.23879,0.5817,0.40468,0.4351,0.30854,1.1116,1.28312,1.18807,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,63170.8,1.16168,1.34861,1.23755,0.58356,0.40441,0.43553,0.3092,1.11142,1.28164,1.18742,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,63739.6,1.16003,1.34336,1.23645,0.58475,0.40446,0.43584,0.30956,1.11071,1.28019,1.18662,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,64312.9,1.15994,1.34208,1.23582,0.585,0.40609,0.43595,0.30969,1.10996,1.27866,1.18587,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,64884.6,1.15732,1.33772,1.23382,0.58068,0.40644,0.43644,0.30992,1.10962,1.27769,1.18529,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,65453.7,1.15625,1.3378,1.23368,0.58404,0.40609,0.43704,0.31066,1.10888,1.27661,1.18447,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,66022.4,1.15212,1.32776,1.23034,0.58447,0.40768,0.43744,0.31098,1.10821,1.27491,1.18359,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,66596.3,1.15315,1.32806,1.23134,0.58269,0.40853,0.43787,0.31124,1.10749,1.27374,1.18275,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
